channelName,date,title,location,url,thumbnailUrl,duration,text,Tags
Dominate The Diamond,2023-06-09,Master Your First Baseman Skills with These Top 5 Baseball Drills!,,https://www.youtube.com/watch?v=9lXRaJHobTQ,https://i.ytimg.com/vi/9lXRaJHobTQ/maxresdefault.jpg,6:44,"Join us for the best baseball content on dominating the diamond! In this video, we'll share our top 5 drills to elevate your first baseman game. Improve your bare-handed picks, wall ball picks, footwork, and more. Subscribe now for more Dominate The Diamond content and let's level up your skills! 💪⚾️

Let us help you DOMINATE your baseball coaching experience with the best youth baseball training videos, performance drills and detailed instructional explanations. If you are new to coaching baseball or a seasoned baseball coach, this is the place for you.
-
👉Check our Baseball Coaching Drills and Resources
https://www.dominatethediamond.com

👉Get FREE access on How to Run the Perfect Baseball ⚾️ Practice
https://www.dominatethediamond.com/pe...

👉Get FREE access on How to Run the Perfect Softball 🥎 Practice
https://www.dominatethediamond.com/pe...

-
🗣Follow us Online Here:
Instagram: https://www.instagram.com/dominatethe...
Facebook: https://www.facebook.com/Domin8thedia...
Twitter: https://twitter.com/Domin8thedimnd
-
Check out our Zoned training facility in Bridgewater, NJ
   / zonedsportsacademy  ","FirstBaseSkills,GameStrategy"
Dominate The Diamond,2023-03-31,Top 5 ways to Hit For More POWER in Baseball,,https://www.youtube.com/watch?v=xRx1xE_byNc,https://i.ytimg.com/vi/xRx1xE_byNc/maxresdefault.jpg,4:55,"We are going to demonstrate five ways to help players hit for more power. The first drill involves using a medicine ball to work on explosive movements and throwing power. The second drill uses different weighted balls to help players drive through the ball and make solid contact. The third drill is the walk-through drill, where players take a full swing and follow through with two steps towards the pitcher's mound. The fourth drill is the skater or step back drill, which focuses on coiling up on the backside and unloading on the ball. Finally, the fifth drill involves sitting on a bucket to help players maintain good posture and feel their backside stay down in their legs during their swing. These drills aim to improve a player's hitting power by building strength, improving technique, and maintaining good posture.

Let us help you DOMINATE your baseball coaching experience with the best youth baseball training videos, performance drills and detailed instructional explanations. If you are new to coaching baseball or a seasoned baseball coach, this is the place for you.
-👉Check our Baseball Coaching Drills and Resources
https://www.dominatethediamond.com

👉Get FREE access on How to Run the Perfect Baseball ⚾️ Practice
https://www.dominatethediamond.com/pe...

👉Get FREE access on How to Run the Perfect Softball 🥎 Practice
https://www.dominatethediamond.com/pe...
-
🗣Follow us Online Here:
Instagram: https://www.instagram.com/dominatethe...
Facebook: https://www.facebook.com/Domin8thedia...
Linked in: https://www.linkedin.com/in/dukebaxter/
Website: https://www.dominatethediamond.com
Twitter: https://twitter.com/Domin8thedimnd
-
Check out our Zoned training facility in Bridgewater, NJ
   / zonedsportsacademy  ",PowerHitting
Dominate The Diamond,2023-02-10,TOP 5 ways to hit pitchers who throw GAS,,https://www.youtube.com/watch?v=gYrHCEvXKiY,https://i.ytimg.com/vi/gYrHCEvXKiY/maxresdefault.jpg,5:48,"Coach Duke and Coach Steve demonstrate the top 5 ways to train against pitchers who throw gas. All right coaches, those are our top five drills to help your players hit faster pitching. Remember, the key to success is repetition and challenging your players in practice so that they are prepared for game time. It's also important to maintain a good tempo and stay tight and compact in their swings. By using these drills, you'll be able to help your players hit those fast pitchers with confidence. Happy coaching!
 -
1.  Three Plate Drill: Using three home plates set up at different distances to simulate a pitcher throwing at different speeds. The closer the plate, the faster the ball will get on the hitter.
2.  Ball Drop Drill: Holding a baseball or a mush ball as high as possible, then dropping it and hitting it, to help the player's reaction time and speed up their swing.
3.  Three Ball Quick Toss: Quickly presenting three baseballs for the hitter to hit, in order to stay tight and compact in their swing.
4.  Hack Attack Pitching Machine: Using a machine to challenge the player and get them used to seeing different velocities, to help them prepare for game time.
5.  Close Overhand Batting Practice: Throwing batting practice from a closer distance to challenge the player's reaction time and help them hit faster pitches.
-
00:00 Intro
0:15 Three Plate Drill
1:05 The Ball Drop Drill
2:54 Three Ball Quick Toss
3:55 Use a Pitching Machine
4:47 Bonus Tip: Step Up to the Plate with Confidence
-
Let us help you DOMINATE your baseball coaching experience with the best youth baseball training videos, performance drills and detailed instructional explanations. If you are new to coaching baseball or a seasoned baseball coach, this is the place for you.
-
👉Get FREE access to ALL our online training material for 3-days
https://www.dominatethediamond.com/dt...
-
👉Get FREE access on How to Run the Perfect Baseball Practice
https://www.dominatethediamond.com/pe...
-
👉Check out our Baseball Coach Training Courses ***
https://www.dominatethediamond.com/co...
-
⚾️Join the elite group of youth baseball coaches
https://www.dominatethediamond.com/co...
-
📚Learn More about Dominate the Diamond
www.dominatethediamond.com
-
🗣Follow us Online Here:
Instagram: https://www.instagram.com/dominatethe...
Facebook: https://www.facebook.com/Domin8thedia...
Linked in: https://www.linkedin.com/in/dukebaxter/
Website: https://www.dominatethediamond.com
Twitter: https://twitter.com/Domin8thedimnd
-
Check out our Zoned training facility in Bridgewater, NJ
   / zonedsportsacademy  ","HighVelocityPitching,CoachingTips"
Dominate The Diamond,2023-02-03,Top 5 ways for Baseball Coaches to hit MONEY fungos,,https://www.youtube.com/watch?v=BxEtGilx6y8,https://i.ytimg.com/vi/BxEtGilx6y8/maxresdefault.jpg,5:38,"Coach Duke and Coach Steve demonstrate the top 5 ways to master the craft of hitting fungos.
This video provides top five ways to hit money fungos (a type of baseball drill) in a coaching setting. The first way is to toss the ball a little bit in front of the left knee, choking up on the bat, and making a smooth swing. The second way is to hit fly balls by tossing the ball higher and ground balls by tossing the ball lower. The third way is to use a smaller bat (e.g., a T-ball or little league bat) and toss the ball in front of the left knee. The fourth way is to use a tennis racket instead of a bat to hit pop flies. The video provides a step-by-step demonstration for each of these ways.

00:00 Intro
0:34 Using Correct Form with a Fungo Bat
1:29 Tossing at the Right Height
2:27 Using a Smaller Bat
3:30 Using a Tennis Racket and Smushballs
4:30 Using a Glove

Let us help you DOMINATE your baseball coaching experience with the best youth baseball training videos, performance drills and detailed instructional explanations. If you are new to coaching baseball or a seasoned baseball coach, this is the place for you.
-
👉Get FREE access to ALL our online training material for 3-days
https://www.dominatethediamond.com/dt...
-
👉Get FREE access on How to Run the Perfect Baseball Practice
https://www.dominatethediamond.com/pe...
-
👉Check out our Baseball Coach Training Courses ***
https://www.dominatethediamond.com/co...
-
⚾️Join the elite group of youth baseball coaches
https://www.dominatethediamond.com/co...
-
📚Learn More about Dominate the Diamond
www.dominatethediamond.com
-
🗣Follow us Online Here:
Instagram: https://www.instagram.com/dominatethe...
Facebook: https://www.facebook.com/Domin8thedia...
Linked in: https://www.linkedin.com/in/dukebaxter/
Website: https://www.dominatethediamond.com
Twitter: https://twitter.com/Domin8thedimnd
-
Check out our Zoned training facility in Bridgewater, NJ
   / zonedsportsacademy  ","Fundraising,SwingMechanics,CoachingTips"
Dominate The Diamond,2023-01-20,TOP 5 Wall Ball Drills,,https://www.youtube.com/watch?v=s_MGPL3z8F4,https://i.ytimg.com/vi/s_MGPL3z8F4/maxresdefault.jpg,5:51,"Coach Duke and Coach Steve demonstrate the top 5 wall ball drills. All you need is a wall and a ball as they explain how to do Quick-hands, Three Cone Footwork, First Base Picks, and more!

00:00 QuickHands
1:12 Three Cone Footworks
2:25 Dropsteps
3:01 First Base Picks
4:18 Arm Slot Drill

Let us help you DOMINATE your baseball coaching experience with the best youth baseball training videos, performance drills and detailed instructional explanations. If you are new to coaching baseball or a seasoned baseball coach, this is the place for you.
-
👉Check our Baseball Coaching Drills and Resources
https://www.dominatethediamond.com
-
👉Get FREE access on How to Run the Perfect Baseball ⚾️ Practice
https://www.dominatethediamond.com/pe...
-
👉Get FREE access on How to Run the Perfect Softball 🥎 Practice
https://www.dominatethediamond.com/pe...
-
🗣Follow us Online Here:
Instagram:   / dominatethediamond
Facebook:   / domin8thediamond
Linked in:   / dukebaxter
Website: https://www.dominatethediamond.com
Twitter:   / domin8thedimnd
-
Check out our Zoned training facility in Bridgewater, NJ
   / zonedsportsacademy  ","WallBallDrills,CoachingTips"
Dominate The Diamond,2023-01-06,"Top 5 drills for a short, compact swing",,https://www.youtube.com/watch?v=UyYrW_08Esg,https://i.ytimg.com/vi/UyYrW_08Esg/maxresdefault.jpg,3:44,"Coach Duke and Coach Steve demonstrate the top five drills for a short, compact swing to teach your players. They explain how to use the Robinson Cano Drill, Connection ball, and hitting the inside seam to keep your swing short and powerful.

TIMESTAMPS
00:00 Hit the Inside Seam
0:36 Connection Ball Drill
1:12 The Dodgeball Drill
1:56 Hitting Disk Drill
2:38 The Robinson Cano Drill

Let us help you DOMINATE your baseball coaching experience with the best youth baseball training videos, performance drills and detailed instructional explanations. If you are new to coaching baseball or a seasoned baseball coach, this is the place for you.
👉Check our Baseball Coaching Drills and Resources
https://www.dominatethediamond.com

👉Get FREE access on How to Run the Perfect Baseball ⚾️ Practice
https://www.dominatethediamond.com/pe...

👉Get FREE access on How to Run the Perfect Softball 🥎 Practice
https://www.dominatethediamond.com/pe...
-
🗣Follow us Online Here:
Instagram: https://www.instagram.com/dominatethe...
Facebook: https://www.facebook.com/Domin8thedia...
Linked in: https://www.linkedin.com/in/dukebaxter/
Website: https://www.dominatethediamond.com
Twitter: https://twitter.com/Domin8thedimnd
-
Check out our Zoned training facility in Bridgewater, NJ
   / zonedsportsacademy  ","SwingMechanics,CoachingTips"
Dominate The Diamond,2022-12-30,Top 5 Ways to Cut Down on Striking Out,,https://www.youtube.com/watch?v=3DQ64Pb1BHM,https://i.ytimg.com/vi/3DQ64Pb1BHM/maxresdefault.jpg,5:38,"Coach Duke and Coach Steve demonstrate the top five ways to help your players cut down on striking out. They explain the best two-strike approach, widening the zone, and thinking opposite field.

TIMESTAMPS
00:00 - Have an Approach
0:42 - Work on a B-Swing
2:05 - Widen the Zone
3:17 - Think Opposite Field
4:46 - Don't be Afraid to Strike Out

Let us help you DOMINATE your baseball coaching experience with the best youth baseball training videos, performance drills and detailed instructional explanations. If you are new to coaching baseball or a seasoned baseball coach, this is the place for you.
👉Check our Baseball Coaching Drills and Resources
https://www.dominatethediamond.com

👉Get FREE access on How to Run the Perfect Baseball ⚾️ Practice
https://www.dominatethediamond.com/pe...

👉Get FREE access on How to Run the Perfect Softball 🥎 Practice
https://www.dominatethediamond.com/pe...
-
🗣Follow us Online Here:
Instagram: https://www.instagram.com/dominatethe...
Facebook: https://www.facebook.com/Domin8thedia...
Linked in: https://www.linkedin.com/in/dukebaxter/
Website: https://www.dominatethediamond.com
Twitter: https://twitter.com/Domin8thedimnd
-
Check out our Zoned training facility in Bridgewater, NJ
   / zonedsportsacademy  ","SwingMechanics,StrikeZoneAwareness,CoachingTips"
Dominate The Diamond,2022-12-23,TOP 5: Ways to keep players ENGAGED during practice,,https://www.youtube.com/watch?v=zAPyJ3RSB_0,https://i.ytimg.com/vi/zAPyJ3RSB_0/maxresdefault.jpg,4:36,"Coach Duke and Coach Steve demonstrate the top five ways to keep your players engaged during practice. They explain how to come thoroughly prepared to practice as a coach, how to keep a positive mindset, and fun drills you can practice with your team.

Let us help you DOMINATE your baseball coaching experience with the best youth baseball training videos, performance drills and detailed instructional explanations. If you are new to coaching baseball or a seasoned baseball coach, this is the place for you.
-
👉Check our Baseball Coaching Drills and Resources
https://www.dominatethediamond.com
-
👉Get FREE access on How to Run the Perfect Baseball ⚾️ Practice
https://www.dominatethediamond.com/pe...
-
👉Get FREE access on How to Run the Perfect Softball 🥎 Practice
https://www.dominatethediamond.com/pe...
-
🗣Follow us Online Here:
Instagram: https://www.instagram.com/dominatethe...
Facebook: https://www.facebook.com/Domin8thedia...
Linked in: https://www.linkedin.com/in/dukebaxter/
Website: https://www.dominatethediamond.com
Twitter: https://twitter.com/Domin8thedimnd
-
Check out our Zoned training facility in Bridgewater, NJ
   / zonedsportsacademy  ",CoachingTips
Dominate The Diamond,2022-12-13,Top 5 Indoor Outfield Drills for YOUTH BASEBALL,,https://www.youtube.com/watch?v=dHE3kxsZQsc,https://i.ytimg.com/vi/dHE3kxsZQsc/hqdefault.jpg,7:38,"These are the top outfield drills that are needed for youth baseball and youth softball coaches and players. We share five drills that you can do in any space, indoor or outdoor. With just a few props, you can get your players moving and learning the game with these drills!

Let us help you DOMINATE your baseball coaching experience with the best youth baseball training videos, performance drills and detailed instructional explanations. If you are new to coaching baseball or a seasoned baseball coach, this is the place for you.
-
👉Check our Baseball Coaching Drills and Resources
https://www.dominatethediamond.com
-
👉Get FREE access on How to Run the Perfect Baseball ⚾️ Practice
https://www.dominatethediamond.com/pe...
-
👉Get FREE access on How to Run the Perfect Softball 🥎 Practice
https://www.dominatethediamond.com/pe...
-
🗣Follow us Online Here:
Instagram: https://www.instagram.com/dominatethe...
Facebook: https://www.facebook.com/Domin8thedia...
Linked in: https://www.linkedin.com/in/dukebaxter/
Website: https://www.dominatethediamond.com
Twitter: https://twitter.com/Domin8thedimnd
-
Check out our Zoned training facility in Bridgewater, NJ
   / zonedsportsacademy  ",CoachingTips
Dominate The Diamond,2022-12-12,How to Run the Perfect Baseball Tryout,,https://www.youtube.com/watch?v=cyqqc6NPhXM,https://i.ytimg.com/vi/cyqqc6NPhXM/maxresdefault.jpg,60:08,"We did a live webinar on how to run the perfect tryout and we made sure to record it for anyone that signed up and missed it. Enjoy this 1 hour webinar on how from start to finish run an easy, efficient, and effective tryout.

Let us help you DOMINATE your baseball coaching experience with the best youth baseball training videos, performance drills and detailed instructional explanations. If you are new to coaching baseball or a seasoned baseball coach, this is the place for you.
-
👉Get FREE access to ALL our online training material for 3-days
https://www.dominatethediamond.com/dt...
-
👉Get FREE access on How to Run the Perfect Baseball Practice
https://www.dominatethediamond.com/ru...
-
👉Check out our Baseball Coach Training Courses ***
https://www.dominatethediamond.com/co...
-
⚾️Join the elite group of youth baseball coaches
https://www.dominatethediamond.com/co...
-
📚Learn More about Dominate the Diamond
www.dominatethediamond.com
-
🗣Follow us Online Here:
Instagram: https://www.instagram.com/dominatethe...
Facebook: https://www.facebook.com/Domin8thedia...
Linked in: https://www.linkedin.com/in/dukebaxter/
Website: https://www.dominatethediamond.com
Twitter: https://twitter.com/Domin8thedimnd
-
Check out our Zoned training facility in Bridgewater, NJ
   / zonedsportsacademy  ","Running,CoachingTips"
